group,rank,recommended,taxon_id,common_name,scientific_name,countries_with_records,observation_count,review_note
reptiles,238,no,28207,Günther's Island Racer,Arrhyton taeniatum,1,7,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,239,no,539458,Ford's Boa,Chilabothrus fordii,1,7,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,240,no,539519,Bahaman Slender Blindsnake,Cubatyphlops biminiensis,1,7,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,241,no,1649940,Southeastern Smooth-scaled Forest Lizard,Panolopus hylonomus,1,7,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,242,no,33772,Baracoan Eyespot Sphaero,Sphaerodactylus celicara,1,7,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,243,no,1439400,Puerto Rican Karst Gecko,Sphaerodactylus verdeluzicola,1,7,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,244,no,116388,Escambray Blue-eyed Anole,Anolis ahli,1,6,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,245,no,36722,Peach Anole,Anolis loysiana,1,6,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,246,no,36631,Castillon Anole,Anolis rupinae,1,6,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,247,no,28202,Common Island Racer,Arrhyton vittatum,1,6,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,248,no,28216,Jamaican Long-tailed Groundsnake,Hypsirhynchus polylepis,1,6,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,249,no,491869,Reticulated Python,Malayopython reticulatus,1,6,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,250,no,28287,Caribbean Water Snake,Tretanorhinus variabilis,1,6,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,251,no,32304,Banded Dwarf Boa,Tropidophis semicinctus,1,6,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,252,no,36568,Barahona Grass Anole,Anolis alumina,1,5,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,253,no,36438,Fowler's Anole,Anolis fowleri,1,5,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,254,no,36586,Santiago Grass Anole,Anolis rejectus,1,5,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,255,no,39566,Florida Softshell Turtle,Apalone ferox,1,5,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,256,no,112902,Darlington's Least Gecko,Sphaerodactylus darlingtoni,1,5,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,257,no,33707,Mona Least Gecko,Sphaerodactylus monensis,1,5,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,258,no,31851,Cuban Worm Lizard,Amphisbaena cubana,1,4,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,259,no,36451,Place Negre Anole,Anolis dolichocephalus,1,4,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,260,no,36524,La Palma Anole,Anolis insolitus,1,4,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,261,no,36415,Jatibonico Anole,Anolis isolepis,1,4,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,262,no,539332,Green Twig Anole,Anolis prasinorius,1,4,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,263,no,40089,African Spurred Tortoise,Centrochelys sulcata,1,4,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,264,no,35298,Jamaica Ground Iguana,Cyclura collei,1,4,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,265,no,31904,Cuban Galliwasp,Diploglossus delasagra,1,4,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,266,no,26740,Haitian Groundsnake,Ialtris haetianus,1,4,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,267,no,1633691,Alto Velo curlytail lizard,Leiocephalus altavelensis,1,4,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,268,no,146251,Désirade Skink,Mabuya desiradae,1,4,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,269,no,32158,Ball Python,Python regius,1,4,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,270,no,33787,Guantanamo Coastal Gecko,Sphaerodactylus armasi,1,4,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,271,no,33739,Chevronated sphaero,Sphaerodactylus gaigeae,1,4,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,272,no,33648,Anguilla Bank Sphaero,Sphaerodactylus parvus,1,4,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,273,no,33669,Zapata Big-scaled Sphaero,Sphaerodactylus richardi,1,4,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,274,no,146443,Jamaican Skink,Spondylurus fulgidus,1,4,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,275,no,113779,Crombie's Wall Gecko,Tarentola crombiei,1,4,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,276,no,32313,Spotted Dwarf Boa,Tropidophis maculatus,1,4,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,277,no,32302,Ghost Dwarf Boa,Tropidophis spiritus,1,4,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,278,no,32301,Wright's Dwarf Boa,Tropidophis wrighti,1,4,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,279,no,1642162,Barahona Earless Forest Lizard,Wetmorena mylica,1,4,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,280,no,36574,Guantanamo Twig Anole,Anolis alayoni,1,3,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,281,no,145896,Turquino Green-mottled Anole,Anolis altitudinalis,1,3,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,282,no,36514,Green Anole,Anolis carolinensis,1,3,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,283,no,36686,Mountain Anole,Anolis monticola,1,3,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,284,no,36655,Placid Anole,Anolis placidus,1,3,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,285,no,94177,Cuban Spiny-Plant Anole,Anolis pumilus,1,3,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,286,no,36622,Cabral Anole,Anolis sheplani,1,3,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,287,no,36593,Webster's Anole,Anolis websteri,1,3,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,288,no,94641,Reyes’ Caribbean Gecko,Aristelliger reyesi,1,3,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,289,no,28204,San Vincente Island Racer,Arrhyton tanyplectum,1,3,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,290,no,1403158,Darlington's Galliwasp,Caribicus darlingtoni,1,3,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,291,no,539462,Mona Island Boa,Chilabothrus monensis,1,3,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,292,no,1403142,Cope's Galliwasp,Comptus stenurus,1,3,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,293,no,30145,Hispaniola Racer,Haitiophis anomalus,1,3,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,294,no,34435,Mediterranean House Gecko,Hemidactylus turcicus,1,3,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,295,no,30063,Brown Fanged Snake,Ialtris dorsalis,1,3,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,296,no,39380,Rum Cay Curlytail Lizard,Leiocephalus loxogrammus,1,3,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,297,no,539947,Petite Terre Skink,Mabuya parviterrae,1,3,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,298,no,1403103,Marcano's Galliwasp,Panolopus marcanoi,1,3,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,299,no,540076,Inagua Ameiva,Pholidoscelis maynardii,1,3,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,300,no,73790,Southeastern Five-lined Skink,Plestiodon inexpectatus,1,3,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,301,no,1403091,Eastern Four-toed Forest Lizard,Sauresia sepsoides,1,3,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,302,no,33777,Rough-banded Sphaero,Sphaerodactylus callocricus,1,3,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,303,no,112905,Les Saintes Geckolet,Sphaerodactylus phyzacinus,1,3,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,304,no,112907,Gray-headed Geckolet,Sphaerodactylus siboney,1,3,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,305,no,33826,Barahona Limestone Sphaero,Sphaerodactylus thompsoni,1,3,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,306,no,146449,Mona Skink,Spondylurus monae,1,3,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,307,no,146453,Lesser Virgin Islands Skink,Spondylurus semitaeniatus,1,3,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,308,no,146454,Virgin Islands Bronze Skink,Spondylurus sloanii,1,3,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,309,no,540266,Jamaican Eyespot Dwarf Boa,Tropidophis stejnegeri,1,3,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,310,no,114574,Guanahacabibes dwarf boa,Tropidophis xanthogaster,1,3,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,311,no,31837,Barahona Amphisbaena,Amphisbaena hyporissor,1,2,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,312,no,36509,Central Anole,Anolis centralis,1,2,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,313,no,539314,Île Grande Cayemite Green Anole,Anolis demissus,1,2,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,314,no,36474,Desecheo Anole,Anolis desechensis,1,2,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,315,no,36435,Moa Anole,Anolis fugitivus,1,2,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,316,no,116416,Cabo Cruz Banded Anole,Anolis guafe,1,2,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,317,no,318630,Kahouanne Anole,Anolis kahouannensis,1,2,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,318,no,36694,Jacmel Gracile Anole,Anolis marron,1,2,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,319,no,36624,Silver Key Anole,Anolis scriptus,1,2,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,320,no,36620,Porcupine Anole,Anolis singularis,1,2,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,321,no,1439525,Western Dwarf Green Anole,Anolis viridulus,1,2,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,322,no,31928,Thomas' Galliwasp,Celestus macrotus,1,2,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,323,no,1403155,Celestus molesworthi,Celestus molesworthi,1,2,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,324,no,27137,North American Racer,Coluber constrictor,1,2,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,325,no,539523,Goliath Blindsnake,Cubatyphlops golyathi,1,2,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,326,no,28221,Jamaican Black Groundsnake,Hypsirhynchus funereus,1,2,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,327,no,558906,Cayman Curly-tailed Lizard,Leiocephalus varius,1,2,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,328,no,73844,Kemp's Ridley Sea Turtle,Lepidochelys kempii,1,2,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,329,no,32526,Samana Threadsnake,Mitophis calypso,1,2,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,330,no,1649936,Big-nosed Smooth-scaled Forest Lizard,Panolopus chalcorhabdus,1,2,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,331,no,39824,Florida Red-bellied Cooter,Pseudemys nelsoni,1,2,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,332,no,33771,Cochran's Least Gecko,Sphaerodactylus cochranae,1,2,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,333,no,540215,Jamaican Tailspot Sphaero,Sphaerodactylus dacnicolor,1,2,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,334,no,112903,Yellow-tailed Dwarf Gecko,Sphaerodactylus dimorphicus,1,2,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,335,no,33733,Inagua Least Gecko,Sphaerodactylus inaguae,1,2,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,336,no,33670,Two-striped sphaero,Sphaerodactylus rhabdotus,1,2,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,337,no,33666,Richardson's Least Gecko,Sphaerodactylus richardsoni,1,2,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,338,no,146452,Anguilla Bank Skink,Spondylurus powelli,1,2,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,339,no,32336,Bahama Wood Snake,Tropidophis canus,1,2,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,340,no,540261,Escambray White-necked Trope,Tropidophis galacelidus,1,2,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,341,no,1129097,Tropidophis steinleini,Tropidophis steinleini,1,2,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,342,no,32597,Schwartz' Worm Snake,Typhlops schwartzi,1,2,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,343,no,31833,Innocent Worm Lizard,Amphisbaena innocens,1,1,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,344,no,31805,Puerto Rican Dusky Amphisbaena,Amphisbaena schmidti,1,1,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,345,no,31795,Dry Worm Lizard,Amphisbaena xera,1,1,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,346,no,36575,Cabo Cruz Bearded Anole,Anolis agueroi,1,1,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,347,no,606437,Golden Gracile Anole,Anolis aurifer,1,1,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,348,no,36410,Herradura Anole,Anolis bremeri,1,1,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,349,no,36512,Cochran's Gianthead Anole,Anolis caudalis,1,1,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,350,no,36482,Yateras Anole,Anolis cyanopleurus,1,1,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,351,no,1148896,Gonave Stout Anole,Anolis doris,1,1,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,352,no,36447,Eugene's Anole,Anolis eugenegrahami,1,1,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,353,no,36434,Escambray Twig Anole,Anolis garridoi,1,1,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,354,no,36428,Escambray Bearded Anole,Anolis guamuhaya,1,1,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,355,no,116417,Sierra Anole,Anolis guazuma,1,1,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,356,no,539320,Dominican Giant Anole,Anolis landestoyi,1,1,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,357,no,36708,Black-cheeked Bush Anole,Anolis macilentus,1,1,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,358,no,36656,Cayo Francés anole,Anolis pigmaequestris,1,1,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,359,no,36634,Marmelade Anole,Anolis rimarum,1,1,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,360,no,94181,Cabo Cruz Pallid Anole,Anolis ruibali,1,1,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,361,no,36587,Gray-banded Green Anole,Anolis toldo,1,1,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,362,no,36602,Vanidicus Anole,Anolis vanidicus,1,1,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,363,no,539348,Brown-backed Blind Snake,Antillotyphlops catapontus,1,1,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,364,no,539355,Mona Blind Snake,Antillotyphlops monensis,1,1,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,365,no,539356,Antillotyphlops naugus,Antillotyphlops naugus,1,1,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,366,no,1630823,Richard's Worm Snake,Antillotyphlops richardii,1,1,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,367,no,33568,Striped Caribbean Gecko,Aristelliger barbouri,1,1,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,368,no,28225,Habana Island Racer,Arrhyton dolichura,1,1,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,369,no,1223324,Caja de Muertos Racer,Borikenophis prymnus,1,1,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,370,no,30122,Mona Island Racer,Borikenophis variegatus,1,1,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,371,no,31957,Limestone Forest Galliwasp,Celestus barbouri,1,1,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,372,no,31926,Heward's Galliwasp,Celestus hewardii,1,1,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,373,no,1403154,Fowler's Galliwasp,Celestus striatus,1,1,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,374,no,34161,Turner's Thick-toed Gecko,Chondrodactylus turneri,1,1,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,375,no,39477,Cuban Night Lizard,Cricosaura typica,1,1,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,376,no,34630,Common Four-clawed Gecko,Gehyra mutilata,1,1,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,377,no,1439431,Guarocuyus jaraguanus,Guarocuyus jaraguanus,1,1,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,378,no,30065,Hispaniola Cat-eyed Snake,Hypsirhynchus ferox,1,1,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,379,no,39386,East Plana Curlytail,Leiocephalus greenwayi,1,1,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,380,no,39325,Spotted Curlytail Lizard,Leiocephalus punctatus,1,1,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,381,no,39670,Olive Ridley Sea Turtle,Lepidochelys olivacea,1,1,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,382,no,29323,Saltmarsh Snake,Nerodia clarkii,1,1,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,383,no,1403104,Hispaniolan Khaki Galliwasp,Panolopus curtissi,1,1,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,384,no,109023,West African Mud Turtle,Pelusios castaneus,1,1,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,385,no,34050,Gold Dust Day Gecko,Phelsuma laticauda,1,1,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,386,no,1250123,Mona Ameiva,Pholidoscelis alboguttatus,1,1,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,387,no,1250124,Desecheo Ameiva,Pholidoscelis desechensis,1,1,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,388,no,738131,Dominican Leaf-Toed Gecko,Phyllodactylus hispaniolae,1,1,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,389,no,39825,Peninsular Cooter,Pseudemys peninsularis,1,1,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,390,no,39826,Northern Red-bellied Cooter,Pseudemys rubriventris,1,1,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,391,no,33732,Mantanzas Least Gecko,Sphaerodactylus intermedius,1,1,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,392,no,33727,Eastern Least Gecko,Sphaerodactylus leucaster,1,1,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,393,no,33726,Desecheo Gecko,Sphaerodactylus levinsi,1,1,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,394,no,33675,Ramsden's Least Gecko,Sphaerodactylus ramsdeni,1,1,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,395,no,33671,Pedernales Least Gecko,Sphaerodactylus randi,1,1,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,396,no,33654,Cockpit Least Gecko,Sphaerodactylus semasiops,1,1,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,397,no,146440,Anegada Island Skink,Spondylurus anegadae,1,1,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,398,no,33602,Moorish Gecko,Tarentola mauritanica,1,1,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,399,no,32659,Tiburon Peninsula Blindsnake,Typhlops hectus,1,1,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,400,no,32595,Island Worm Snake,Typhlops sulcatus,1,1,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,1,yes,121196,Atlantic Blue Tang,Acanthurus coeruleus,1,2431,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,2,yes,49402,Atlantic Sergeant Major,Abudefduf saxatilis,1,2416,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,3,yes,49491,Caribbean Bluehead Wrasse,Thalassoma bifasciatum,1,2013,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,4,yes,81989,Schoolmaster Snapper,Lutjanus apodus,1,1544,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,5,yes,62600,French Grunt,Haemulon flavolineatum,1,1486,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,6,yes,49272,Slippery Dick,Halichoeres bivittatus,1,1395,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,7,yes,871060,Caribbean Ocean Surgeonfish,Acanthurus tractus,1,1389,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,8,yes,112867,Stoplight Parrotfish,Sparisoma viride,1,1305,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,9,yes,47292,Yellowtail Snapper,Ocyurus chrysurus,1,1134,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,10,yes,47251,Great Barracuda,Sphyraena barracuda,1,1044,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,11,yes,82330,Bar Jack,Caranx ruber,1,1028,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,12,yes,49690,Striped Parrotfish,Scarus iseri,1,939,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,13,yes,47238,Western Atlantic Trumpetfish,Aulostomus maculatus,1,935,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,14,yes,52956,Four-eyed Butterflyfish,Chaetodon capistratus,1,868,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,15,yes,47280,Common Lionfish,Pterois volitans,1,832,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,16,yes,180708,Beaugregory,Stegastes leucostictus,1,829,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,17,yes,49753,Yellowtail Damselfish,Microspathodon chrysurus,1,771,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,18,yes,49625,Longspine Squirrelfish,Holocentrus rufus,1,753,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,19,yes,49509,Gray Snapper,Lutjanus griseus,1,744,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,20,yes,49257,French Angelfish,Pomacanthus paru,1,739,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,21,yes,577603,Smooth Trunkfish,Lactophrys triqueter,1,716,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,22,yes,51402,Atlantic Tarpon,Megalops atlanticus,1,692,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,23,yes,112858,Redband Parrotfish,Sparisoma aurofrenatum,1,663,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,24,yes,112864,Yellowtail Parrotfish,Sparisoma rubripinne,1,655,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,25,yes,101420,Yellowfin Mojarra,Gerres cinereus,1,631,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
